,username,tweet4original
7621,small_media,"In this #OpenAndShut post, @yanoak offers a few thoughts on #opendata, #datajournalism, and #storytelling:?€? https://t.co/bKGl6AXMQ1"
7622,stianwestlake,This is a brilliant bit of data journalism from @ODILeeds &amp; @thomasforth https://t.co/AWPVpyEisz
7625,gijn,This week's Top 10 #ddj: @WLoosen @julius_reimer &amp; Fenja de Silva-Schmidt's analysis of #datajourn in the past 4 yr?€? https://t.co/X5a9Dl7PqB
7626,phuffdaddy,We have more information online &amp; fewer reporters making sense of it @columbiajourn @SteveCollNY #datajournalism
7627,cijournalism,#CIJCourses on #datajournalism #SQL #coding Nov-Dec 2017 @GoldsmithsUoL #Discounts for #students and #freelancers?€? https://t.co/DoXtMM9cwf
7631,cijournalism,#CIJCourses on #datajournalism #SQL #coding Nov-Dec 2017 @GoldsmithsUoL #Discounts for #students and #freelancers?€? https://t.co/zrSz44l0r7
7632,PaolaAudrey,"Du moins, tous les s??jours depuis 2002 jusque maintenant, soit 15 ans. Avec dur??e de s??jours, destinations etc, c?€?e?€? https://t.co/KsZVrTXqmT"
7637,NiemanLab,"We talk about data journalism as ""the future,"" but it hasn't changed much over the last 4 years https://t.co/nRnTvcnFvP"
7641,Agenzia_Italia,"= #DataJournalism =
#Hamilton ha corso 206 Gran Premi e ne ha vinti 62, poco meno di uno su tre https://t.co/VPbWpwzLsH #Formula1"
7642,Info_Activism,How network analysis helps journalists identify social media influencers https://t.co/9Ms9gBQtMa
7643,gijn,@albertocairo @merbroussard So important to preserve all the great #data projects. Thanks for sharing! We featured?€? https://t.co/6wSYf454yi
7645,Bahareh360,Good Data Journalism should have a visible methodology and data. Can't agree more @digidickinson. #ddj #ddjucd https://t.co/MrUKkiTBwR
7646,IbrahimBeayeyz,@NahidBashatah @Dr__Melfi ???????? ???????? ???????? ?????????? ???????????????? Data Journalism
7650,joshtpm,We as a society can deal with thin-skin. It's part of our culture. But there's a strong argument for common-sense r?€? https://t.co/YujiWkvALN
7651,IJNet,Interested in data journalism? Attend @EscolaDeDados's Coda.B r conferene Nov. 25 + 26 in S??o Paolo. https://t.co/0OW0PpEBUC
7655,joshtpm,"Wait, we're back to the data journalism thing? https://t.co/bH78ZZMUMi"
7656,laurahazardowen,Most data journalism still relies on publicly available data. https://t.co/UyAfPFE4U7 https://t.co/hemKnj7mrO
7659,joshtpm,I think that?€?s fair. Was a broad brush. Going berserk abt critique of a fabled series it never mentioned or address?€? https://t.co/XaBikYfio0
7664,gijn,@pinardag It is important to archive data journalism projects! We featured your tweet in @gijn's Top 10 #ddj list. https://t.co/C9Td0EYbZs
7665,mcarmichael,"Totally. I love a data-driven analysis of ""Worst place to live"" from 1928 in HL Mencken's The Mercury. See link in:?€? https://t.co/ouTuOOB4mM"
7666,gijn,@n3ur0 So many fake @instagram followers! Thanks for sharing! We featured your tweet in @gijn's weekly Top 10 #ddj?€? https://t.co/uoybdD4YLB
7667,YourAAT,UK media warn data rules used to stifle journalism https://t.co/6ZF4ksxz7u https://t.co/D8GiPs2Ftw
7668,bencasselman,@joshtpm That's fine. I'm not defending @LeahLibresco; she's plenty able to defending herself. But I don't think th?€? https://t.co/PQDPyiJeA7
7670,globeandmail,Our #unfounded project won awards for innovation in investigative journalism and investigative data journalism: https://t.co/EU7qgrL33Z
7672,Bahareh360,"FYI #ddjucd, link to Claire Miller's Data Journalism book material available here. 
Thanks to @clairemilleruk for s?€? https://t.co/B5iDAdHK6u"
7673,ucbsoj,???? Special Event: Alberto Cairo on Visual ?€?Trumpery?€? and the fight against fake data &amp; visualizations Oct 26th 5PM: https://t.co/aqGbHQD7zK
7675,VoxEurop,We?€?re presenting the European Data Journalism Network on 6 November in Brussels! Register here:?€? https://t.co/Hhj5klvWCH
7676,AssociatedPress,Go behind the scenes with our data journalism team and how it works with the wider editorial staff: https://t.co/v4rZ0FZQLD
7680,small_media,ICYMI: the first of #OpenAndShut's three-part series on #Panama's leading #datajournalism initiative @NuevaNacion:?€? https://t.co/8GrNOMb1as
7681,Cronkite_ASU,Cronkite @knightfdn  Chair @sarahcnyt  discusses the power of data journalism at #CronkMSM 10/23. Info:?€? https://t.co/RO8a0g8XEh
7683,NiemanLab,"""Our findings challenge the widespread notion that data-driven journalism 'revolutionizes?€? journalism in general."" https://t.co/vI4NZ3hpuz"
7685,infogram,Data Journalism: Our Current Need for Numbers and Graphs https://t.co/EPnF0o59Xn by @cityjournalrmit #ddj
7688,FinancialTimes,UK media warns data rules are being used to stifle journalism https://t.co/lcndJDceZY
7689,mberzosa,"Journalism
#ddj, there's more to it :-) https://t.co/Vzhi6q20E5"
7691,digiphile,"@joshtpm Fair critique. Bad (data) journalism affects trust, which puts a premium on being open with both data &amp; me?€? https://t.co/WHOpunwL4G"
7693,CallerNatalia,Doing this. https://t.co/ZPslhvt3qy
7694,djordjepadejski,".@merbroussard is building a scholarly archive of #datajournalism projects! You know, stuff like Flash apps, your c?€? https://t.co/vUxgfauZtJ"
7697,bencasselman,@joshtpm Except you frame it as a critique of data journalism! The @FiveThirtyEight project *is* the data journalism.
7698,IJNet,"A new paper says the data journalism revolution hasn't come ... yet
https://t.co/5Fg1ieLhuu"
7699,VanRijmenam,Data journalism lessons available from ProPublica Data Institute #BigData https://t.co/DFpOypEpYQ
7701,Jdharden,"Not a revolution (yet): Data journalism hasn?€?t changed that much in 4 years, a new paper finds?€? https://t.co/LxCp8ff3YP"
7703,cijournalism,Bitten by the #data #journalism bug? Learn to speak to your databases by using #SQL! Sat 11 Nov @GoldsmithsUoL?€? https://t.co/H9O0zRkiIW
7704,JeremyLittau,Great story that features how our students engage data and test it rather than sit back and watch it. https://t.co/UcLdrLMdye
7707,NiemanLab,"Most data journalism still relies on officially collected data, a new paper shows https://t.co/FnEyBg09iO https://t.co/EZub5Z9C0o"
7708,IJNet,"Take a free online course about fact checking and data journalism from @utknightcenter, taught by @lauzommer https://t.co/6uHOVOs7fl"
7711,gijn,"@opendatasoft Wow, a useful list for those searching for #opendata!Thanks for this. It made @gijn's Top 10 #ddj lis?€? https://t.co/VxCVEJrtOJ"
7712,ryan_padraic,"Not a revolution (yet): Data journalism hasn?€?t changed that much in 4 years, paper finds https://t.co/VSZNP2RTWp #DDJ #DDJUCD"
7714,opengovpart,Journalism is essential to growing the #opengov movement - participate in a Data Bootcamp during #OGPArgentina!?€? https://t.co/oue83WeMkx
7718,WaltHickey,what snake-oil selling goon were you people listening to that ever implied anything besides this?€? https://t.co/6lMvHF8C8A
7719,RAVerBruggen,The most important thing you'll read about the Manafort indictment today. From me. With DATA JOURNALISM. https://t.co/ghhgQBQ1TE
7720,cijournalism,#CIJCourses on #datajournalism #SQL #coding Nov-Dec 2017 @GoldsmithsUoL #Discounts for #students and #freelancers https://t.co/kCUFX4VJnP
7722,PremiumTimesng,U.S. trains 25 Nigerian journalists on data journalism https://t.co/C8ZgAliAly
7723,politico,"Political journalism has become infatuated with opinion polls, but is ill-equipped to make sense of the data?€? https://t.co/oaqKZLq4cA"
7724,gijn,5 exceptional ways data was analyzed &amp; presented in online journalism #OJA17 winners Top 10 #ddj @ONA @ddjournalism?€? https://t.co/XkHaFLhwud
7726,chrisapplegate,Now this is the kind of #DataJournalism there should be more of https://t.co/hajaLfJVuE
7727,dziennikarz,Najbardziej anga??uj??cy twett o #DDJ #Dataviz w ci??gu ostatnich 6h. https://t.co/DrGPLynXXl
7728,mediagazer,Report shows that data journalism has not changed much in last four years (@laurahazardowen) https://t.co/krrDvlXGvd https://t.co/REAjg7BxcG
7729,WashPostLife,The future of journalism and technology is NOW and @sprakash007 + team are leading it! @WapoEngineering https://t.co/sl28PEOmxM
7731,cijournalism,Learn SQL from the Paul Foot Award nominee @CrinaBoros #Investigative #journalism #data: Sat 11 Nov @GoldsmithsUoL?€? https://t.co/uWsMCzJ41Y
7732,rapplerdotcom,11 media practitioners from 6 countries will learn how to future-proof their proposed data journalism projects. https://t.co/gWS5KGTufP
7733,mattwaite,@sarahcnyt The whole class is here: https://t.co/eGNVYlgujP
7734,peterdaou,Important piece from @joshtpm. https://t.co/66kg29odh4
7735,lamthuyvo,That's maybe one of my goals in life: make data journalism look good to others. :p https://t.co/0qp8V1fXUK
7736,smfrogers,@shmavitch Hmmm. I always think the journalism part of data journalism is the most important bit. You can teach yourself anything later.
7737,kleinmatic,Useful for data journalism too. https://t.co/F1GSuxM3W0
7738,zackwhittaker,"I usually sit around all day talking to hackers, analyzing data breaches, and reaching out for comment ?€? usually wi?€? https://t.co/pTm6zcwT2s"
7739,gijn,5 exceptional ways data was analyzed &amp; presented in online journalism #OJA17 winners Top 10 #ddj @ONA @ddjournalism?€? https://t.co/xNg7UjWquk
7743,nicholasmizera,"Data journalism has never been more chilling. Simple, impactful. https://t.co/VkY9VV9hVG"
7744,thecableng,"US embassy trains journalist on investigative, data journalism | TheCable https://t.co/IXOQFiWghd https://t.co/RWpr45IGQe"
7745,joshtpm,"Dude, I?€?m worried. I never mentioned, referred to the article series. My post is not abt it. You?€?re having a hard t?€? https://t.co/g1tFPUH4JB"
7748,NoceraBV,"Fortunately, most journalists aren't as thin-skinned as @NateSilver538 is re: @joshtpm 's quite sensible article on?€? https://t.co/65QwpOqH4c"
7750,TWallack,I'm teaching an intro to data journalism class at this workshop tomorrow. https://t.co/JtWmybw0T4
7751,small_media,Read part two of #OpenAndShut's interview with @NuevaNacion about the challenges facing #datajournalism in #Panama:?€? https://t.co/ImQXfPcGEq
7752,joshtpm,"Nate, gonna let yr intensity on this speak for itself. You?€?ve made series of nonsensical claims which can?€?t even be?€? https://t.co/dQp3EHz0w4"
7754,lionelbarber,Media alert: Data protection is the new weapon of choice against investigative journalism  https://t.co/rqjrXbGocj
7755,WillOremus,Data journalism at its finest. https://t.co/37EhX6DZRl
7756,mtdukes,We go live to @sandhya__k sharing strategies for getting public records with my data journalism class at Duke. https://t.co/iQNMUxdre8
7757,LoveStats,"@jutrasmel @randal_olson I?€?d say you don?€?t NEED it. At all. Learn statistics, learn programming, learn data journal?€? https://t.co/j8O1VEhshp"
7758,dangillmor,This points up the need for a journalism collaboration of major news orgs into the Mercer family and what it is doi?€? https://t.co/1FO682qCYm
7759,Lkhagva,"?€?Holding the powerful accountable, using data?€? by @Maid_Marianne https://t.co/R0JnCP9Rpf"
7760,NiemanLab,"We talk about data journalism as ""the future,"" but it hasn't changed much over the last 4 years https://t.co/DCWTJ07JtC"
7761,milapgh,"How @PublicSourcePA + @carnegielibrary taught data journalism to teens. It was.. well, let @JDale_Shoemaker tell you https://t.co/DJuiX00hPU"
7765,gijn,@UoMNews @BBCRD @CarolineEJay @UoMSciEng @dsi_uom Good collaboration! We featured your tweet on @gijn's Top 10 #ddj?€? https://t.co/7tm2YSM3d5
7767,Agenzia_Italia,"Chi ?? e come colpisce in rete il razzista virtuale, un'analisi https://t.co/7R1bbnI1xb #agi #datajournalism"
7768,benbalter,@dataKateR I had created https://t.co/bPNR8Pq7jD (and to a lesser degree https://t.co/5nUvU6K78W). Glad to update if you find any more.
7769,gijn,@_tabbz @saweelar @andkamau Useful tips. Thanks for sharing! We featured your tweet in @gijn's Top 10 #ddj Oct 9-15?€? https://t.co/u8lvf4XbRR
7772,aledeh,US Drills 25 Nigerian Journalists On Data??Journalism https://t.co/mB9IJZ0zZG https://t.co/DHfXrq6vhm
7775,opengovpart,Registration for #OGPArgentina's Data Bootcamp is now open! Register to learn more about data journalism &amp; #opengov?€? https://t.co/l5H5VmquHI
7776,EP_Hellas,?????????????????? #DataJournalism: ???? ?????????€???????? ???????????????????? ???€???????????????????? ???? ???????????????????? ???? ???? @EP_Hellas ???? ?€???????????????€???????????? ???€? https://t.co/xArmASb571
7777,gijn,@MartinMotzkau Interesting overview of secession aspirations. We featured your tweet in @gijn's Top 10 #ddj Oct 16-?€? https://t.co/k3q1kRGbe0
7778,JaneEliz,.@shawnmcintosh @ajc gives a fascinating history of the first uses of computers &amp; data in precision journalism?€? https://t.co/jQni4unVcV
7779,ICFJ,"Interested in #journalism resources on multimedia, data, investigation &amp; more? Check out @ICFJKnight Fellows tools:?€? https://t.co/xCV8soE3jd"
7780,jeremybowers,Amazing. https://t.co/Crt4AVQeFf
7782,palewire,"@MissRyley @kleinmatic All that said, the European definition of data journalism seen like papers like this, Britis?€? https://t.co/WqA78xRJGG"
7786,martinstabe,@datatheism @laurahazardowen There's a big thread about this here: https://t.co/Xsf1wEZsqX
7787,dannyboi965,@joshtpm Who could have known there was a data journalism dragon to awaken?
7789,dataeditor,"When I the the words ""data journalism,"" also often hear words like ?€?oh god?€? and ?€?not another PDF.?€??€? https://t.co/rJQJPIATxm"
7790,cfchabris,"I?€?m mostly a fan of Nate Silver, but I wish his site would live up to his own high standards?€?for example:?€? https://t.co/L7kFn3yWpU"
7792,joshtpm,"As I've said, I do not think it is all data journalism. I don't think it is an intrinsic problem. I think it is a n?€? https://t.co/XrqLo428zi"
7793,gijn,"@Advocassembly Just a note, we featured your tweet on @Maid_Marianne's piece in @gijn's Top 10 #ddj Oct 2-8 list?€? https://t.co/cqCkkvfotZ"
7794,jabberingjourno,Great to meet students @journalismuclan and talk about data journalism. Looking forward to some strong ideas from f?€? https://t.co/L83kjrcqdv
7798,Ashley_J_Kirk,"@paulbradshaw @digidickinson I don't agree that the Guardian story is ""poor data journalism"" because it doesn't hav?€? https://t.co/dLfdAnenpJ"
7800,FromCarl,"Thread: Journalism, data, social media, innovation. https://t.co/4W57h7dSxc"
7801,mikebarnicle,@NoceraBV with a fast ball over the heart of the plate. https://t.co/ssEOsTma8K
7803,NEDAhq,John Nery delivers his presentation on Data Journalism. #28thNSM #FactsAndFiguresForTheFuture https://t.co/ms7nXRdD64
